Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8
-6.7554,0.7404,-1.4311,1.4446,-3.9426,2.2229,37.435,25.151
-3.3554,2.8404,-0.8311,0.8446,-3.7426,18.223,45.435,43.151
-4.4554,2.3404,-2.7311,0.1446,-5.3426,6.2229,35.435,39.151
-2.9554,2.7404,-1.8311,1.4446,-3.3426,-21.777,9.435,13.151
-0.9554,0.6404,0.1689,1.0446,-0.9426,-37.777,-2.565,-4.8493
0.6446,1.0404,0.8689,0.1446,-1.2426,-43.777,3.435,15.151
1.7446,2.4404,0.4689,-3.4554,-2.0426,-41.777,-10.565,-6.8493
1.4446,1.7404,0.5689,-1.5554,-1.5426,-39.777,-20.565,-26.849
0.0446,1.0404,0.6689,-4.0554,-1.6426,-41.777,-12.565,-26.849
1.2446,1.4404,2.2689,-5.6554,-0.5426,-21.777,-0.565,-22.849
1.2446,2.0404,1.2689,-6.5554,-0.7426,-29.777,-12.565,-26.849
2.7446,2.6404,0.9689,-4.7554,-0.1426,-21.777,-26.565,-36.849
5.7446,2.8404,1.9689,-3.8554,0.2574,-29.777,-32.565,-40.849
5.7446,-0.5596,1.9689,-3.9554,1.4574,-25.777,-32.565,-34.849
4.1446,-3.1596,2.9689,-2.4554,2.1574,-5.7771,-22.565,-26.849
7.0446,-1.1596,3.6689,-4.0554,1.9574,-7.7771,-30.565,-42.849
5.4446,-1.0596,3.4689,-6.2554,1.8574,-1.7771,-28.565,-40.849
4.3446,-3.1596,1.6689,-7.7554,-0.2426,-21.777,-40.565,-52.849
4.3446,-0.8596,2.7689,-7.9554,0.0574,-7.7771,-30.565,-50.849
4.1446,-0.5596,2.5689,-8.8554,-0.7426,-13.777,-30.565,-34.849
6.3446,-0.6596,3.4689,-7.2554,-0.2426,-11.777,-28.565,-36.849
4.1446,-0.3596,3.0689,-6.9554,-1.2426,4.2229,-22.565,-20.849
6.7446,2.2404,2.6689,-5.6554,-2.1426,-9.7771,-34.565,-26.849
4.7446,0.4404,0.6689,-5.7554,-1.0426,0.2229,-20.565,-24.849
3.3446,0.1404,0.9689,-5.9554,-0.3426,0.2229,-20.565,-26.849
3.7446,-1.6596,1.3689,-6.8554,-0.7426,-17.777,-40.565,-40.849
1.9446,-1.9596,1.8689,-5.8554,-1.6426,-11.777,-28.565,-18.849
3.5446,-0.6596,2.2689,-3.3554,-1.7426,-7.7771,-20.565,-18.849
4.9446,1.8404,2.3689,-2.1554,0.2574,10.223,-2.565,-4.8493
4.8446,1.0404,0.5689,-2.2554,-0.9426,4.2229,5.435,15.151
2.7446,0.5404,1.9689,-3.5554,-2.1426,-19.777,-32.565,-28.849
0.8446,-1.4596,2.6689,-4.6554,-0.3426,0.2229,-36.565,-28.849
-0.6554,-5.3596,4.1689,-3.2554,3.9574,20.223,-34.565,-10.849
-1.8554,-9.0596,7.2689,-0.1554,8.4574,54.223,-42.565,5.1507
-2.9554,-10.66,6.4689,2.3446,9.5574,74.223,-34.565,13.151
-4.0554,-10.86,4.7689,2.9446,6.1574,66.223,21.435,49.151
-7.6554,-4.5596,-3.0311,2.4446,-4.2426,2.2229,119.43,153.15
-14.255,9.0404,-11.531,5.9446,-16.643,-91.777,261.44,315.15
-25.155,25.24,-26.431,5.0446,-36.043,-269.78,435.43,471.15
-30.255,53.04,-40.331,4.0446,-56.243,-465.78,567.43,599.15
-36.155,74.14,-54.631,2.6446,-73.043,-641.78,707.43,735.15
-39.555,93.24,-64.531,1.3446,-87.343,-743.78,771.43,735.15
-31.955,106.34,-63.531,-10.355,-86.643,-661.78,661.43,507.15
-6.8554,101.04,-47.131,-24.655,-68.243,-449.78,395.44,147.15
17.245,79.94,-26.231,-33.255,-41.643,-221.78,95.435,-148.85
32.745,51.64,-3.5311,-36.755,-14.543,-13.777,-134.56,-336.85
39.145,23.34,8.2689,-33.055,5.8574,136.22,-232.56,-374.85
36.045,1.5404,14.169,-21.855,16.857,158.22,-284.56,-332.85
23.645,-15.56,18.069,-10.755,24.757,184.22,-250.56,-234.85
12.845,-25.96,16.869,-6.6554,26.157,158.22,-232.56,-164.85
8.6446,-30.66,18.369,-3.6554,27.157,152.22,-210.56,-136.85
5.8446,-32.56,17.569,-0.5554,27.557,162.22,-188.56,-124.85
4.3446,-31.56,16.169,-3.1554,24.157,148.22,-190.56,-132.85
4.6446,-28.06,17.369,-3.4554,24.157,162.22,-192.56,-136.85
4.7446,-27.46,14.869,-3.0554,22.157,154.22,-172.56,-100.85
4.1446,-26.36,15.269,-1.8554,21.057,136.22,-170.56,-106.85
5.8446,-26.16,15.369,0.2446,20.057,136.22,-160.56,-102.85
2.9446,-25.86,14.869,1.4446,19.157,132.22,-126.56,-88.849
0.2446,-26.06,13.769,-0.6554,16.357,94.223,-150.56,-100.85
0.4446,-23.66,13.469,-1.7554,13.957,104.22,-126.56,-74.849
0.1446,-22.66,12.369,-1.9554,12.357,104.22,-112.56,-62.849
-0.1554,-19.96,11.769,-1.8554,10.857,92.223,-114.56,-50.849
2.6446,-15.96,10.269,-2.0554,10.357,86.223,-108.56,-66.849
1.5446,-16.16,8.2689,-1.8554,11.357,92.223,-78.565,-36.849
1.8446,-13.46,6.7689,-2.3554,8.6574,64.223,-94.565,-50.849
0.1446,-11.96,4.7689,-3.3554,6.9574,64.223,-74.565,-46.849
-1.2554,-12.36,4.7689,-3.5554,4.8574,56.223,-78.565,-42.849
-0.4554,-9.9596,4.7689,-3.7554,3.6574,66.223,-54.565,-30.849
-1.4554,-9.6596,4.8689,-4.0554,4.7574,76.223,-30.565,-8.8493
0.2446,-8.7596,4.3689,-4.3554,4.4574,54.223,-38.565,-12.849
-2.6554,-9.4596,1.8689,-4.5554,3.3574,24.223,-64.565,-22.849
-2.2554,-8.2596,2.2689,-5.3554,2.5574,14.223,-58.565,-24.849
-2.2554,-6.5596,4.5689,-4.4554,4.7574,38.223,-24.565,-6.8493
-0.4554,-4.6596,6.1689,-6.3554,4.0574,40.223,-26.565,1.1507
1.6446,-1.5596,5.7689,-4.9554,3.5574,42.223,-26.565,-4.8493
-0.7554,-3.9596,3.0689,-5.5554,0.9574,28.223,-32.565,-8.8493
-0.1554,-2.8596,1.1689,-3.7554,-0.8426,24.223,-26.565,-10.849
1.5446,-0.9596,-1.2311,-2.7554,1.2574,34.223,-16.565,-12.849
8.8446,6.7404,-4.0311,-2.0554,4.2574,48.223,7.435,23.151
17.745,15.44,-11.331,-4.0554,-1.9426,10.223,-16.565,23.151
14.045,15.54,-15.331,-4.5554,-8.0426,20.223,-12.565,15.151
4.3446,7.3404,-15.231,-8.6554,-14.743,-17.777,-28.565,-10.849
-12.755,-5.2596,-3.3311,-9.7554,-15.143,6.2229,-22.565,-8.8493
-16.655,-10.56,4.7689,-14.555,-12.343,4.2229,-0.565,13.151
-8.2554,-4.2596,4.2689,-11.755,-9.0426,-1.7771,-2.565,27.151
-4.6554,0.5404,1.0689,-9.4554,-7.5426,6.2229,9.435,43.151
-6.0554,1.2404,0.2689,-8.3554,-7.4426,-1.7771,7.435,39.151
-5.9554,0.9404,0.6689,-9.0554,-7.1426,-15.777,-2.565,21.151
-3.8554,3.3404,1.7689,-9.0554,-7.0426,-3.7771,9.435,29.151
-4.4554,5.5404,0.0689,-6.9554,-8.9426,-1.7771,19.435,37.151
-2.1554,5.8404,0.0689,-6.3554,-7.9426,-7.7771,19.435,35.151
-3.5554,3.6404,0.4689,-6.1554,-5.7426,-7.7771,23.435,39.151
-4.0554,2.6404,0.4689,-8.7554,-4.7426,-11.777,25.435,31.151
-6.5554,2.8404,-1.4311,-7.9554,-3.5426,-7.7771,27.435,27.151
-5.6554,4.2404,-2.3311,-7.9554,-4.5426,-1.7771,43.435,37.151
-3.6554,4.4404,-0.5311,-6.3554,-6.8426,-11.777,25.435,19.151
-4.3554,3.2404,-2.1311,-7.2554,-7.6426,-21.777,29.435,27.151
-5.7554,1.9404,-1.2311,-6.3554,-8.0426,-33.777,21.435,27.151
-4.6554,5.0404,-1.3311,-5.7554,-7.5426,-33.777,25.435,37.151
-5.9554,5.5404,-2.9311,-5.4554,-5.7426,-29.777,53.435,49.151
-4.1554,6.8404,-1.5311,-4.2554,-3.1426,-19.777,55.435,47.151
-6.2554,5.6404,-1.7311,-6.5554,-3.3426,-37.777,35.435,33.151
-5.1554,5.0404,-0.4311,-6.4554,-2.8426,-35.777,35.435,33.151
-6.7554,6.4404,-2.2311,-5.3554,-2.7426,-31.777,31.435,37.151
-6.0554,8.8404,-0.6311,-5.3554,-3.9426,-27.777,47.435,47.151
-5.6554,6.9404,0.7689,-3.8554,-3.1426,-5.7771,51.435,39.151
-3.4554,4.2404,2.1689,-4.4554,-3.5426,-37.777,19.435,25.151
-4.6554,3.4404,-0.3311,-5.2554,-3.6426,-31.777,37.435,33.151
-5.5554,2.1404,0.4689,-5.0554,-3.2426,-13.777,39.435,45.151
-4.4554,2.6404,3.4689,-4.4554,-3.8426,-9.7771,21.435,35.151
-3.7554,3.0404,2.2689,-7.5554,-3.8426,6.2229,21.435,23.151
-2.5554,0.4404,2.1689,-7.2554,-3.0426,-9.7771,-4.565,21.151
-1.0554,-0.8596,2.0689,-5.3554,-1.1426,-7.7771,-14.565,3.1507
-2.3554,-2.0596,3.7689,-3.1554,1.6574,26.223,7.435,21.151
-1.1554,-1.9596,4.5689,-3.6554,1.9574,26.223,-2.565,11.151
-1.3554,-4.4596,7.1689,-6.0554,5.7574,44.223,-6.565,-10.849
-0.5554,-6.6596,5.0689,-7.7554,4.3574,6.2229,-48.565,-26.849
0.8446,-5.9596,6.5689,-7.5554,5.9574,24.223,-52.565,-42.849
0.7446,-5.7596,6.7689,-8.2554,5.7574,28.223,-50.565,-40.849
2.4446,-3.9596,7.4689,-7.1554,5.9574,32.223,-58.565,-56.849
2.8446,-4.3596,8.4689,-5.4554,6.2574,36.223,-56.565,-52.849
3.5446,-4.6596,8.4689,-6.4554,5.6574,44.223,-52.565,-62.849
4.7446,-3.4596,6.5689,-7.9554,4.3574,36.223,-62.565,-68.849
5.0446,-5.5596,7.9689,-8.2554,4.5574,32.223,-66.565,-64.849
4.5446,-6.3596,7.2689,-5.7554,5.4574,28.223,-56.565,-54.849
2.8446,-4.0596,6.7689,-5.7554,5.9574,28.223,-48.565,-42.849
2.2446,-3.0596,6.8689,-5.8554,6.7574,28.223,-44.565,-44.849
3.4446,-2.0596,7.2689,-4.4554,7.0574,6.2229,-58.565,-58.849
3.2446,-2.1596,7.1689,-1.9554,8.6574,20.223,-60.565,-64.849
2.1446,-5.3596,6.7689,-5.1554,8.7574,20.223,-48.565,-56.849
2.4446,-6.9596,6.7689,-6.3554,7.2574,16.223,-50.565,-46.849
0.1446,-5.7596,7.5689,-7.1554,4.8574,-1.7771,-54.565,-52.849
0.2446,-4.3596,8.0689,-6.2554,4.7574,20.223,-24.565,-20.849
0.2446,-3.9596,6.9689,-5.6554,2.9574,12.223,-38.565,-34.849
-0.2554,-2.8596,5.7689,-5.9554,3.9574,24.223,-32.565,-38.849
-1.1554,-4.3596,4.6689,-7.4554,3.7574,20.223,-26.565,-24.849
-1.3554,-2.2596,4.4689,-4.8554,3.4574,14.223,-8.565,-10.849
-0.8554,-1.8596,5.2689,-3.2554,2.5574,-1.7771,-34.565,-24.849
-1.5554,-3.3596,4.6689,-3.0554,1.6574,12.223,-6.565,-2.8493
-2.6554,-2.2596,4.1689,-4.4554,-0.1426,-3.7771,-22.565,-6.8493
-4.0554,-1.3596,5.3689,-6.3554,0.8574,-5.7771,-16.565,-10.849
-4.6554,-2.8596,6.1689,-5.4554,2.1574,-7.7771,-28.565,-24.849
-3.9554,-1.9596,5.9689,-6.9554,1.6574,-25.777,-22.565,-28.849
-4.0554,-4.2596,6.5689,-5.2554,3.1574,-11.777,-14.565,-30.849
-3.6554,-4.4596,6.4689,-3.8554,3.4574,-7.7771,-10.565,-8.8493
-2.9554,-3.3596,5.4689,-2.9554,3.4574,6.2229,-0.565,7.1507
-5.0554,-4.7596,5.6689,-3.8554,2.6574,2.2229,-6.565,3.1507
-4.3554,-2.9596,5.5689,-4.9554,2.1574,0.2229,-16.565,-0.8493
-4.8554,-3.8596,5.6689,-5.5554,0.7574,-17.777,-26.565,-14.849
-2.8554,-2.0596,6.2689,-4.5554,0.0574,2.2229,-2.565,-0.8493
-3.0554,-2.1596,2.8689,-4.4554,-0.7426,-5.7771,-18.565,-8.8493
-5.7554,-3.4596,3.6689,-3.2554,0.7574,4.2229,-6.565,-2.8493
-6.7554,-6.3596,3.3689,-2.5554,0.6574,-13.777,-24.565,-12.849
-5.8554,-3.4596,4.0689,-3.8554,0.2574,4.2229,-2.565,3.1507
-4.3554,-0.5596,3.8689,-4.9554,-1.9426,-17.777,-18.565,-14.849
-2.9554,0.1404,4.9689,-3.0554,-0.2426,-3.7771,-18.565,-14.849
-3.9554,-1.8596,4.5689,-5.0554,1.7574,0.2229,-4.565,3.1507
-4.6554,-2.2596,3.9689,-4.6554,1.4574,-9.7771,-16.565,-0.8493
-4.4554,-2.5596,3.5689,-2.5554,3.4574,-3.7771,-12.565,-8.8493
-5.4554,-3.2596,2.2689,-3.1554,3.8574,-7.7771,-2.565,13.151
-5.0554,-1.2596,1.6689,-3.2554,2.5574,-9.7771,-10.565,7.1507
-3.0554,0.8404,1.3689,-4.5554,2.3574,-7.7771,-18.565,3.1507
-3.0554,-0.8596,2.1689,-3.9554,4.4574,18.223,9.435,25.151
-2.2554,-3.3596,3.1689,-3.1554,2.2574,2.2229,-6.565,-0.8493
-3.9554,-3.2596,4.0689,-4.0554,1.3574,10.223,1.435,-10.849
-5.2554,-3.8596,2.9689,-6.2554,0.7574,-5.7771,-2.565,7.1507
-4.6554,-2.7596,3.5689,-7.4554,2.6574,-7.7771,-10.565,3.1507
-4.4554,-2.5596,4.2689,-5.5554,4.8574,6.2229,1.435,11.151
-5.6554,-4.5596,2.9689,-4.4554,3.8574,4.2229,11.435,27.151
-3.7554,-1.7596,2.8689,-3.0554,1.4574,4.2229,-10.565,1.1507
-4.5554,-0.9596,1.1689,-3.7554,0.0574,6.2229,-8.565,-6.8493
-4.1554,-1.6596,2.1689,-3.3554,-1.3426,2.2229,-6.565,-0.8493
-5.7554,0.0404,3.0689,-5.2554,-0.7426,6.2229,1.435,19.151
-7.7554,-1.5596,3.4689,-4.3554,0.3574,12.223,-2.565,13.151
-9.2554,-1.9596,2.9689,-3.1554,0.9574,38.223,21.435,37.151
-7.6554,-1.1596,0.8689,-2.1554,-1.0426,44.223,39.435,61.151
-7.5554,-0.1596,-0.9311,-2.7554,-1.1426,24.223,33.435,43.151
-7.3554,-0.2596,-2.0311,1.5446,-0.5426,22.223,43.435,63.151
-7.8554,1.1404,-5.1311,2.1446,-1.6426,10.223,33.435,39.151
-8.2554,-0.2596,-4.0311,1.2446,-1.0426,28.223,45.435,45.151
-10.655,-0.6596,-3.7311,-1.1554,-1.5426,36.223,53.435,57.151
-9.4554,1.6404,-0.3311,-3.2554,1.3574,38.223,51.435,43.151
-8.4554,0.9404,1.4689,-5.6554,1.5574,10.223,27.435,35.151
-5.1554,-0.0596,4.3689,-6.7554,3.0574,0.2229,13.435,19.151
-3.2554,-1.6596,2.7689,-6.5554,0.3574,-35.777,3.435,19.151
-2.8554,-2.5596,1.6689,-7.0554,0.9574,-45.777,-2.565,5.1507
-1.4554,-0.4596,0.7689,-5.6554,1.6574,-27.777,7.435,9.1507
-1.5554,1.4404,0.0689,-5.1554,1.3574,-35.777,-4.565,-14.849
-1.8554,1.9404,-0.0311,-3.6554,2.7574,-47.777,-22.565,-22.849
2.0446,5.3404,-0.0311,-0.7554,5.4574,-17.777,-4.565,-12.849
6.6446,7.1404,-0.5311,-2.0554,10.557,-37.777,-22.565,-26.849
15.245,12.24,-3.7311,-2.6554,12.157,-15.777,-4.565,-16.849
17.545,14.14,-10.231,-3.9554,4.1574,-17.777,-32.565,-50.849
9.4446,7.8404,-12.531,-5.0554,-3.7426,-7.7771,-22.565,-32.849
-4.3554,-6.2596,-2.2311,-5.7554,-8.2426,-13.777,-30.565,-40.849
-15.355,-14.36,8.0689,-9.6554,-6.9426,-21.777,-28.565,-12.849
-10.255,-10.26,10.969,-11.955,-3.0426,-11.777,-36.565,-28.849
-3.7554,-5.9596,9.0689,-12.455,0.7574,2.2229,-26.565,-20.849
-0.1554,-4.6596,7.0689,-9.7554,3.0574,8.2229,-14.565,-18.849
-0.1554,-4.8596,6.4689,-11.055,2.8574,-23.777,-38.565,-44.849
-1.7554,-4.3596,3.5689,-6.8554,2.5574,8.2229,3.435,-10.849
-0.1554,-1.8596,2.9689,-5.1554,0.0574,-11.777,-18.565,-16.849
-0.0554,-1.7596,4.0689,-8.2554,-0.1426,-13.777,-14.565,-12.849
-2.0554,-3.8596,6.9689,-8.2554,1.5574,-31.777,-28.565,-18.849
-3.4554,-5.5596,6.2689,-6.7554,2.6574,-31.777,-18.565,-2.8493
-2.4554,-5.6596,6.5689,-6.0554,2.9574,-11.777,-10.565,3.1507
-2.4554,-3.9596,3.3689,-6.3554,-0.3426,-7.7771,-16.565,-10.849
-0.3554,-1.6596,1.6689,-6.0554,-0.1426,0.2229,-12.565,-14.849
0.6446,-2.7596,1.1689,-7.0554,-1.0426,-1.7771,-6.565,-2.8493
1.1446,-3.3596,2.8689,-8.8554,-2.2426,-3.7771,-12.565,5.1507
-0.3554,-3.6596,3.1689,-7.8554,-0.7426,-3.7771,-32.565,-4.8493
-3.1554,-7.5596,5.5689,-4.8554,4.1574,28.223,-34.565,7.1507
-6.5554,-12.06,5.9689,0.5446,7.0574,44.223,-46.565,13.151
-9.8554,-14.36,6.5689,2.7446,8.6574,56.223,-24.565,21.151
-10.655,-12.06,6.6689,3.7446,6.2574,66.223,51.435,69.151
-13.055,-3.2596,0.0689,3.6446,-5.2426,-9.7771,145.44,191.15
-20.855,8.3404,-11.031,6.3446,-18.843,-131.78,287.44,341.15
-30.555,26.14,-26.531,6.8446,-37.843,-275.78,485.43,511.15
-37.155,50.64,-41.031,3.9446,-58.843,-455.78,629.43,621.15
-42.755,68.44,-52.931,2.1446,-74.543,-623.78,737.43,743.15
-46.855,84.74,-62.031,0.0446,-86.643,-695.78,809.43,733.15
-40.955,95.04,-62.031,-10.255,-84.743,-581.78,697.43,481.15
-11.055,92.54,-44.531,-26.355,-65.143,-351.78,415.43,107.15
17.345,77.14,-22.831,-36.755,-40.143,-105.78,131.44,-136.85
34.745,51.44,-4.6311,-40.255,-17.443,24.223,-150.56,-350.85
39.645,23.74,9.4689,-35.555,1.4574,160.22,-260.56,-372.85
34.745,2.3404,13.669,-24.955,13.057,194.22,-264.56,-308.85
23.645,-13.66,17.069,-15.055,18.757,180.22,-258.56,-236.85
13.345,-24.06,17.069,-8.1554,21.657,168.22,-220.56,-170.85
8.1446,-29.76,17.669,-6.0554,23.957,146.22,-206.56,-142.85
5.3446,-32.06,18.069,-4.2554,24.757,140.22,-206.56,-138.85
3.0446,-31.66,16.769,-4.1554,23.857,136.22,-196.56,-124.85
1.4446,-29.76,15.369,-3.4554,24.557,138.22,-186.56,-110.85
2.9446,-29.66,15.269,0.1446,24.157,118.22,-200.56,-118.85
0.2446,-29.56,14.569,1.6446,21.957,112.22,-176.56,-96.849
0.2446,-28.26,14.469,-0.0554,19.657,84.223,-180.56,-104.85
-0.3554,-25.86,14.669,-1.5554,19.457,100.22,-142.56,-72.849
0.6446,-21.86,14.769,-1.3554,18.357,96.223,-146.56,-90.849
-3.3554,-22.76,12.469,0.2446,17.557,88.223,-138.56,-86.849
-2.5554,-20.76,10.369,-0.5554,15.457,72.223,-126.56,-60.849
-2.5554,-18.56,8.7689,-2.4554,13.257,70.223,-118.56,-56.849
-1.8554,-16.56,7.4689,-4.7554,12.157,72.223,-92.565,-36.849
0.6446,-13.16,9.6689,-1.9554,13.357,82.223,-88.565,-54.849
0.0446,-14.96,10.169,-3.6554,13.057,72.223,-80.565,-48.849
-2.0554,-13.86,7.1689,-2.6554,12.157,70.223,-64.565,-46.849
-2.4554,-12.26,5.2689,-2.8554,9.9574,50.223,-58.565,-24.849
-1.1554,-10.46,4.3689,-2.4554,8.3574,50.223,-52.565,-14.849
-2.3554,-8.9596,4.5689,-3.2554,6.7574,38.223,-54.565,-16.849
-1.4554,-7.8596,4.8689,-5.3554,6.6574,36.223,-38.565,-16.849
-3.2554,-8.6596,3.6689,-3.8554,6.1574,40.223,-36.565,-14.849
-3.0554,-9.8596,3.0689,-2.2554,4.3574,50.223,-28.565,-16.849
-3.3554,-8.0596,4.6689,-5.2554,2.5574,46.223,-32.565,-20.849
-3.0554,-6.7596,3.9689,-5.8554,4.1574,42.223,-28.565,-22.849
-3.0554,-7.9596,2.3689,-5.4554,4.2574,32.223,-28.565,-6.8493
-2.3554,-5.5596,1.4689,-5.2554,2.2574,18.223,-36.565,-0.8493
-5.9554,-5.0596,0.9689,-3.1554,1.5574,32.223,-6.565,15.151
-4.7554,-4.4596,1.1689,-3.2554,-1.1426,24.223,-20.565,-8.8493
-4.6554,-4.9596,0.5689,-4.3554,-0.6426,24.223,-12.565,-2.8493
-4.5554,-3.9596,0.0689,-6.3554,-0.9426,8.2229,-14.565,-8.8493
-3.0554,-1.8596,0.4689,-4.8554,0.0574,8.2229,-6.565,-6.8493
-6.2554,-2.3596,0.1689,-4.4554,0.9574,40.223,23.435,37.151
-2.7554,-1.1596,-0.2311,-3.1554,-0.6426,12.223,-0.565,7.1507
-4.9554,-2.4596,1.2689,-3.4554,-0.2426,34.223,19.435,21.151
-4.1554,-1.3596,-0.2311,-4.2554,-3.5426,-1.7771,5.435,19.151
-4.4554,-0.0596,-1.2311,-3.2554,-2.7426,6.2229,9.435,15.151
-4.4554,-1.6596,-0.3311,-4.1554,-2.6426,-9.7771,7.435,27.151
-5.6554,0.2404,-4.3311,-5.9554,-4.7426,-11.777,11.435,13.151
-3.5554,1.3404,-3.7311,-6.8554,-5.0426,-1.7771,23.435,29.151
-3.7554,0.9404,-2.6311,-6.9554,-6.3426,-1.7771,23.435,41.151
-1.9554,3.8404,-2.3311,-5.9554,-5.6426,0.2229,27.435,47.151
-4.9554,1.8404,-3.5311,-4.1554,-5.3426,-11.777,35.435,47.151
-5.7554,2.2404,-3.1311,-5.9554,-3.9426,-23.777,29.435,35.151
-5.9554,3.5404,-2.7311,-3.7554,-3.1426,-7.7771,41.435,47.151
-4.4554,4.0404,-3.1311,-6.4554,-3.9426,-19.777,33.435,55.151
-5.7554,4.0404,-4.1311,-8.2554,-4.0426,-19.777,45.435,53.151
-3.2554,7.6404,-4.1311,-9.2554,-5.3426,-17.777,49.435,57.151
-2.0554,9.3404,-5.0311,-11.255,-7.6426,-27.777,37.435,31.151
-3.6554,9.1404,-5.0311,-11.155,-7.0426,-13.777,55.435,33.151
-4.5554,5.8404,-5.8311,-11.455,-7.9426,-25.777,61.435,59.151
-3.9554,6.8404,-2.4311,-7.3554,-4.9426,-17.777,47.435,33.151
-5.6554,4.2404,-2.1311,-6.1554,-4.0426,-11.777,69.435,63.151
-4.4554,5.4404,-1.3311,-4.2554,-4.5426,-33.777,37.435,43.151
-3.7554,6.6404,-0.7311,-2.2554,-4.4426,-27.777,49.435,57.151
-3.9554,6.8404,-3.2311,-1.6554,-3.6426,-33.777,49.435,53.151
-6.8554,5.0404,-4.0311,-4.9554,-3.6426,-47.777,41.435,57.151
-6.4554,5.2404,-4.2311,-4.7554,-2.0426,-15.777,53.435,47.151
-6.5554,4.7404,-4.1311,-4.3554,-1.6426,-3.7771,65.435,67.151
-4.9554,5.3404,-3.1311,-4.5554,-1.2426,-13.777,39.435,51.151
-3.8554,4.6404,-2.3311,-3.4554,1.3574,4.2229,33.435,37.151
-2.5554,1.2404,-3.1311,-4.1554,0.1574,-1.7771,31.435,27.151
-1.5554,0.7404,-1.6311,-2.3554,0.0574,-1.7771,3.435,29.151
0.5446,-0.1596,-0.1311,-3.1554,3.2574,12.223,17.435,35.151
-1.5554,-3.6596,3.0689,-2.6554,5.6574,6.2229,5.435,39.151
-1.7554,-4.6596,3.2689,-0.5554,7.3574,-1.7771,-22.565,13.151
-2.6554,-5.6596,5.4689,-0.8554,7.4574,38.223,-24.565,-8.8493
-1.0554,-6.4596,4.7689,-4.0554,6.6574,50.223,-16.565,-18.849
-0.8554,-5.1596,3.2689,-4.8554,7.9574,30.223,-36.565,-20.849
0.1446,-5.3596,5.8689,-6.6554,10.057,40.223,-42.565,-28.849
-1.3554,-5.9596,7.3689,-7.5554,11.157,42.223,-42.565,-44.849
-0.3554,-7.4596,6.2689,-6.4554,10.857,32.223,-52.565,-34.849
1.0446,-6.5596,6.6689,-3.2554,10.457,20.223,-78.565,-58.849
2.3446,-8.3596,4.2689,-0.7554,10.857,46.223,-62.565,-36.849
6.7446,-2.7596,0.4689,-1.3554,8.2574,50.223,-56.565,-50.849
13.245,3.8404,0.4689,-1.0554,10.657,44.223,-64.565,-72.849
18.245,9.1404,-4.8311,-2.1554,9.6574,34.223,-60.565,-72.849
16.245,7.3404,-7.9311,-2.1554,5.0574,34.223,-50.565,-66.849
8.8446,1.5404,-5.7311,-4.3554,-1.8426,38.223,-44.565,-56.849
-8.3554,-12.76,6.4689,-9.5554,-4.6426,36.223,-48.565,-54.849
-13.155,-16.76,9.7689,-13.155,-2.3426,30.223,-48.565,-40.849
-5.2554,-10.86,9.4689,-12.755,2.0574,8.2229,-70.565,-66.849
0.8446,-6.2596,8.6689,-8.2554,5.9574,34.223,-26.565,-30.849
2.8446,-2.7596,3.9689,-5.8554,3.4574,10.223,-28.565,-26.849
0.4446,-3.0596,3.5689,-5.2554,3.5574,18.223,-38.565,-38.849
-0.5554,-4.3596,2.3689,-6.9554,3.6574,16.223,-0.565,-10.849
-0.7554,-3.3596,3.4689,-7.3554,3.9574,6.2229,-36.565,-54.849
-1.1554,-3.4596,3.6689,-5.4554,3.6574,26.223,-12.565,-22.849
-2.3554,-5.2596,1.4689,-6.0554,2.0574,8.2229,-16.565,-18.849
-2.4554,-3.6596,1.5689,-6.5554,1.5574,-1.7771,-28.565,-18.849
-2.1554,-2.1596,1.6689,-6.2554,1.9574,18.223,-12.565,-14.849
-2.2554,-3.1596,2.0689,-6.2554,0.1574,12.223,-10.565,1.1507
-2.4554,-2.4596,3.9689,-7.6554,0.4574,10.223,-12.565,-6.8493
-3.3554,-3.6596,2.7689,-6.9554,-0.0426,2.2229,-24.565,-12.849
-4.1554,-1.1596,2.3689,-5.9554,1.6574,10.223,-0.565,-2.8493
-2.2554,-2.7596,1.4689,-4.2554,2.5574,14.223,9.435,15.151
-1.6554,-2.6596,-0.8311,-3.9554,2.2574,-3.7771,-6.565,-2.8493
-1.6554,0.4404,0.0689,-2.3554,1.3574,-15.777,-22.565,-18.849
-4.2554,-1.5596,1.0689,-6.0554,0.2574,-5.7771,-14.565,-14.849
-3.7554,-2.1596,1.8689,-3.2554,-0.2426,22.223,1.435,-8.8493
-2.6554,-2.8596,2.2689,-1.5554,-0.0426,8.2229,-6.565,-16.849
-0.8554,-1.2596,2.1689,-4.4554,0.2574,0.2229,-0.565,-12.849
-2.0554,-0.9596,2.0689,-5.2554,0.9574,-5.7771,-16.565,-26.849
-4.8554,-2.9596,0.8689,-4.0554,0.9574,-1.7771,3.435,21.151
-3.8554,-2.4596,3.2689,-4.7554,0.7574,2.2229,-0.565,1.1507
-2.4554,-3.4596,3.5689,-4.5554,1.5574,8.2229,7.435,11.151
-3.6554,-2.8596,3.4689,-3.9554,-0.4426,-7.7771,-20.565,-10.849
-4.0554,-2.5596,2.8689,-5.7554,-1.7426,12.223,-0.565,3.1507
-4.5554,-3.1596,1.1689,-5.6554,-3.7426,-7.7771,-16.565,-16.849
