Canal_6,Canal_7,Canal_8
-11.777,-8.565,-16.849
-9.7771,-2.565,-10.849
2.2229,-12.565,-16.849
8.2229,-4.565,-16.849
10.223,-4.565,-10.849
22.223,9.435,5.1507
-3.7771,-12.565,-16.849
12.223,-10.565,-14.849
4.2229,-12.565,-8.8493
0.2229,-16.565,-12.849
12.223,3.435,1.1507
2.2229,-2.565,-10.849
8.2229,-4.565,-22.849
-7.7771,-24.565,-34.849
6.2229,1.435,-12.849
6.2229,-14.565,-20.849
-5.7771,-4.565,-8.8493
-11.777,-18.565,-20.849
-3.7771,-10.565,-2.8493
22.223,1.435,1.1507
10.223,-6.565,-16.849
-1.7771,-18.565,-28.849
-9.7771,-24.565,-32.849
-1.7771,-0.565,-8.8493
14.223,1.435,-10.849
-3.7771,-12.565,-4.8493
16.223,11.435,13.151
